raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Pokemon TCG S-Chinese Lugia Photo Frame Exhibition Gift Box,,,0.90,null_mapped,23.82
Pokemon TCG S-Chinese Maushold Metal Storage Mystery Box Set,,,0.90,null_mapped,27.81
Pokemon TCG S-Chinese Mew Photo Frame Exhibition Gift Box,,,0.90,null_mapped,23.82
Pokemon TCG S-Chinese Pikachu Photo Frame Exhibition Gift Box,,,0.90,null_mapped,23.82
Pokemon TCG Traditional Chinese Black Bolt/White Flare Collector’s Set Blister,Traditional Chinese Black Bolt/White Flare Collector's Set Blister,828351,0.95,mapped,47.73
Pokemon TCG kerÃ¤ilykortti blisteri Espathra,Scarlet & Violet Products: Espathra 2-Pack Blister,776347,0.85,mapped,15.95
Pokemon TCG keräilykortti blisteri Espathra,Scarlet & Violet Products: Espathra 2-Pack Blister,776347,0.85,mapped,15.95
Pokemon TCG: ME02.5 Ascended Heroes - Booster,Ascended Heroes Booster,860562,0.92,mapped,12.50
Pokemon TCG: ME02.5 Ascended Heroes - Booster Bundle (MAX 5/asiakas),Ascended Heroes Booster Bundle,860578,0.90,mapped,74.90
Pokemon TCG: ME03 Perfect Order - Booster Bundle,Perfect Order Booster Bundle,865404,0.92,mapped,38.90
Pokemon TCG: ME04 Chaos Rising - Booster,Chaos Rising Booster,877296,0.95,mapped,6.00
Pokemon TCG: ME04 Chaos Rising - Checklane Blister (Toxel),Chaos Rising: Toxel 1-Pack Blister,877285,0.92,mapped,11.99
Pokemon TCG: ME04 Chaos Rising – Checklane Blister,,877285,0.50,undecided,10.95
Pokemon TCG: ME05 Pitch Black – 2-Pack Blister (Zarude),Zarude 2-Pack Blister Version 2,899366,0.85,mapped,14.95
Pokemon TCG: ME05 Pitch Black – Booster,Pitch Black Booster,885547,0.95,mapped,6.50
Pokemon TCG: ME05 Pitch Black – Booster Bundle (6),Pitch Black Booster Bundle,885539,0.90,mapped,39.95
Pokemon TCG: ME05 Pitch Black – Booster DISPLAY (36),Pitch Black Booster Box,885545,0.95,mapped,229.90
Pokemon Takara Tomy PokéBall PokéPat,,,0.97,null_mapped,79.60
Pokemon Tandemaus figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,16.90
Pokemon Team Rocket Mewtwo SV10 A4 - iso kansio korteille,,,0.97,null_mapped,21.95
Pokemon Tin Box Paldea Legends Koraidon ex / Miraidon ex 1 of 2 random selection,,,0.92,null_mapped,42.13
Pokemon Tin Box Paradox Clash Walking Wake ex / Iron Leaves ex 1 of 2 random selection,,,0.92,null_mapped,36.86
Pokemon Tin Summer EX,,878505,0.45,undecided,34.95
Pokemon Tinkatink figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,15.90
Pokemon Togetic pehmolelu 20cm,,,0.97,null_mapped,25.90
Pokemon Treecko pehmolelu 20cm,,,0.97,null_mapped,25.90
Pokemon Tyranitar Battle figuuri,,,0.97,null_mapped,19.90
"Pokemon Tyrantrum Epic suuri figuuri 27,5cm",,,0.97,null_mapped,35.90
Pokemon Ultra Premium Collection Team Rocket’s Moltres ex,Team Rocket's Moltres ex Ultra-Premium Collection,844440,0.95,mapped,299.00
Pokemon Ultra Pro Korttikansio Mega Charizard A5,,,0.97,null_mapped,12.90
Pokemon Ultra Pro Korttikansio Mega Charizard Pro Binder A4,,,0.97,null_mapped,29.90
Pokemon Umbreon pehmo 20cm,,,0.97,null_mapped,22.90
Pokemon Umbreon pehmolelu 20cm,,,0.97,null_mapped,25.90
Pokemon Wailmer pehmolelu 30cm,,,0.97,null_mapped,36.90
Pokemon Zorua pehmolelu 20cm,,,0.97,null_mapped,25.90
Pokemon battle figuuri Espeon,,,0.97,null_mapped,12.95
Pokemon battle hahmo erilaisia,,,0.97,null_mapped,13.50
Pokemon eevee hupullinen haalariasu 4-6v,,,0.97,null_mapped,39.90
Pokemon eevee hupullinen haalariasu 7-8v,,,0.97,null_mapped,39.90
Pokemon figuuri Joulukalenteri 2025,,,0.97,null_mapped,55.90
Pokemon first partner illustration coll,First Partner Illustration Collection Series 2,882852,0.85,mapped,39.95
Pokemon greninja ex premium collection,Mega Greninja ex Premium Collection,884751,0.90,mapped,59.95
Pokemon iso pikachu korttikansio,,,0.97,null_mapped,19.95
Pokemon keräily kortti Chaos Rising,Chaos Rising Booster,877296,0.88,mapped,6.95
Pokemon keräilykansio 4 taskua,,,0.97,null_mapped,11.90
Pokemon keräilykansio 9 taskua,,,0.97,null_mapped,21.95
Pokemon keräilykortti Mega Evolution Perfect Order Booster,Perfect Order Booster,865410,0.92,mapped,6.95
Pokemon me04 chaos rising checklane,,877285,0.50,undecided,8.95
Pokemon mega lucario ex battle deck,Mega Lucario ex League Battle Deck,877299,0.92,mapped,49.95
Pokemon mini tin june,,860568,0.45,undecided,14.95
Pokemon pallo pehmolelu 10 cm erilaisia,,,0.97,null_mapped,13.95
Pokemon pehmo 20 cm Espeon,,,0.97,null_mapped,22.90
Pokemon pehmo Clip On erilaisia,,,0.97,null_mapped,14.50
Pokemon pehmolelu 20 cm Gen Ix erilaisia,,,0.97,null_mapped,22.90
Pokemon pehmolelu 30 cm erilaisia,,,0.97,null_mapped,33.90
Pokemon pehmolelu 50 cm Eevee,,,0.97,null_mapped,64.50
Pokemon pitch black blister 3p,,885533,0.50,undecided,21.95
Pokemon pitch black booster,Pitch Black Booster,885547,0.95,mapped,6.50
Pokemon pitch black booster bundle,Pitch Black Booster Bundle,885539,0.90,mapped,39.95
