raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Silver Tempest Build & Battle Box,Silver Tempest Build & Battle Box,672606,0.95,mapped,70.00
Skifidol Italian Brainrot Cosmic Hallucination - aloituspakkaus kortit 2026,,,0.95,null_mapped,5.00
Skifidol Italian Brainrot Cosmic Hallucination - keräilykortit 2026,,,0.95,null_mapped,2.00
Skifidol Italian Brainrot Cosmic Hallucination -5 korttipaketin laatikko 2026,,,0.95,null_mapped,10.00
Squishmallows 25cm Happy Pikachu,,,0.95,null_mapped,33.90
"Squishmallows Pokémon Chansey, 35cm Pehmolelu",,,0.95,null_mapped,25.99
Stellar Crown 6x Booster laatikko,Stellar Crown 6 Booster Box Case,776327,0.90,mapped,1750.00
Stellar Crown Booster Box,Stellar Crown Booster Box,776325,0.95,mapped,134.95
Stellar Crown Booster Pack,Stellar Crown Booster,776321,0.95,mapped,7.00
Sun & Moon: Crimson Invasion – Booster,Crimson Invasion Booster,301170,0.95,mapped,5.50
Sun & Moon: Johto Starters 2-Pack Blister,,,0.85,null_mapped,150.00
Surging Sparks Booster Box,Surging Sparks Booster Box,784949,0.95,mapped,250.00
Surging Sparks Booster Pack,Surging Sparks Booster,784945,0.95,mapped,8.00
Surging Sparks Half Booster Box,Surging Sparks Booster Box (18 Boosters),784951,0.95,mapped,2399.00
Surging Sparks booster laatikko,Surging Sparks Booster Box,784949,0.92,mapped,284.50
Sword & Shield Base booster laatikko,Sword & Shield Booster Box,427146,0.85,mapped,820.00
Temporal Forces 6x Booster laatikko,Temporal Forces 6 Booster Box Case,750407,0.90,mapped,1750.00
Temporal Forces Booster Box,Temporal Forces Booster Box,750403,0.95,mapped,180.00
Temporal Forces Booster Box (36 Boosteria),Temporal Forces Booster Box,750403,0.95,mapped,149.95
Temporal Forces Booster Pack,Temporal Forces Booster,750399,0.95,mapped,6.00
Temporal Forces Mini Portfolio,,,0.95,null_mapped,6.90
Terapagos ex Ultra-Premium Collection,Terapagos ex Ultra-Premium Collection,782517,0.95,mapped,215.00
Topps Englannin valioliiga keräilykortit 2025/2026,,,0.95,null_mapped,4.99
Topps Formula 1 Turbo Attax -aloituspaketti 2025,,,0.95,null_mapped,9.59
Topps Formula 1 Turbo Attax -kortit 2025,,,0.95,null_mapped,2.39
Topps Formula 1 Turbo Attax Eco Box 2025,,,0.95,null_mapped,7.19
Topps Formula 1 Turbo Attax Mega Multi Pack 2025,,,0.95,null_mapped,9.59
Topps premier league cards 2026,,,0.95,null_mapped,5.95
Topps premier league starter pack 2026,,,0.95,null_mapped,16.95
Twilight Masquerade Booster Box,Twilight Masquerade Booster Box,761219,0.95,mapped,4199.00
Twilight Masquerade Booster Box (36 Boosteria),Twilight Masquerade Booster Box,761219,0.95,mapped,137.45
Twilight Masquerade Booster Pack,Twilight Masquerade Booster,761217,0.95,mapped,7.00
Uefa euro2024  match attax pack,,,0.95,null_mapped,3.50
Ultra Pro 9-Pocket Pokémon Full-View Pro Binder: Poke Ball,,,0.95,null_mapped,49.90
Ultra Pro Penny Sleeves (63×89) 100 kpl,,,0.95,null_mapped,4.90
Ultra Pro Penny Sleeves korttisuojat (100 kpl),,,0.95,null_mapped,3.95
Ultra Pro Pikachu Toploader + Penny Sleeve korttisuojat (25 kpl),,,0.95,null_mapped,8.95
Ultra Pro Regular Toploader korttisuojat (25 kpl),,,0.95,null_mapped,4.95
Ultra Pro Silver Blue 9-taskuinen suoja 100kpl,,,0.95,null_mapped,27.95
Ultra Pro: 9-pocket portfolio Pack Bundle,,,0.95,null_mapped,22.90
Upper Deck MVP NHL -keräilykortit Retail 2025,,,0.95,null_mapped,3.50
