raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Pokémon Star Birth Korean Booster,,,0.90,null_mapped,2.79
Pokémon Stellar Miracle Japanese Booster (sv7),Stellar Miracle Booster,773317,0.95,mapped,3.11
Pokémon Stellar Miracle Japanese Booster Box (sv7),Stellar Miracle Booster Box,773318,0.95,mapped,78.88
Pokémon Stellar Miracle Korean Booster,,,0.90,null_mapped,2.79
Pokémon Sun & Moon: Hidden Fates Booster,Hidden Fates Booster,381201,0.95,mapped,15.86
Pokémon Super Electric Breaker Japanese Booster (sv8),Super Electric Breaker Booster,789975,0.95,mapped,4.70
Pokémon Super Electric Breaker Japanese Booster Box (sv8),Super Electric Breaker Booster Box,789976,0.95,mapped,79.60
Pokémon Sword & Shield Stellar Crown boosteripakkaus,Stellar Crown Booster,776321,0.95,mapped,14.95
Pokémon TCG  Scarlet & Violet Stellar Crown Mini Portfolio & Boosteri Pakkaus,,,0.90,null_mapped,12.95
Pokémon TCG Destined Rivals 4-P Korttikansio,,,0.95,null_mapped,14.90
Pokémon TCG Destined Rivals 9-P Korttikansio,,,0.95,null_mapped,24.90
Pokémon TCG Enhanced 2-pack Blister Vileplume,Enhanced 2-Pack Blister: Vileplume,876862,0.95,mapped,24.90
Pokémon TCG First Partners Illustration Collection Series 2,First Partner Illustration Collection Series 2,882852,0.95,mapped,49.90
Pokémon TCG First Partners Illustration Collection Series 3,First Partner Illustration Collection Series 3,888922,0.95,mapped,49.90
Pokémon TCG Mega Evolution 02: Phantasmal Flames Checklane – Cottonee,Phantasmal Flames: Cottonee 1-Pack Blister,846737,0.95,mapped,12.90
Pokémon TCG Mega Evolution 03: Perfect Order – Booster,Perfect Order Booster,865410,0.95,mapped,7.90
Pokémon TCG Mega Evolution 03: Perfect Order – Checklane Blister Makuhita,Perfect Order: Makuhita 1-Pack Blister,865399,0.95,mapped,12.90
Pokémon TCG Mega Evolution 03: Perfect Order – Premium Checklane Blister Cinderace,Perfect Order: Cinderace Premium Checklane Blister,865400,0.95,mapped,14.90
Pokémon TCG Mega Evolution 03: Perfect Order – Premium Checklane Blister Meganium,Perfect Order: Meganium Premium Checklane Blister,865401,0.95,mapped,14.90
Pokémon TCG Mega Evolution 04: Chaos Rising – Booster,Chaos Rising Booster,877296,0.95,mapped,6.90
Pokémon TCG Mega Evolution 04: Chaos Rising – Booster Display Box (36 Boosteria),Chaos Rising Booster Box,877295,0.95,mapped,199.90
Pokémon TCG Mega Evolution 04: Chaos Rising – Checklane Blister Toxel,Chaos Rising: Toxel 1-Pack Blister,877285,0.95,mapped,9.90
Pokémon TCG Mega Evolution 04: Chaos Rising – Elite Trainer Box,Chaos Rising Elite Trainer Box,877294,0.95,mapped,79.90
Pokémon TCG Mega Evolution 05: Pitch Black Booster,Pitch Black Booster,885547,0.95,mapped,7.90
Pokémon TCG Mega Evolution 05: Pitch Black – 2 Pack Checklane Blister Zarude,Zarude 2-Pack Blister Version 2,899366,0.85,mapped,19.90
Pokémon TCG Mega Evolution 05: Pitch Black – 3-pack Checklane Blister,,885533,0.50,undecided,24.90
Pokémon TCG Mega Evolution 05: Pitch Black – Booster Display Box (36 Boosteria),Pitch Black Booster Box,885545,0.95,mapped,249.90
Pokémon TCG Mega Evolution 05: Pitch Black – Checklane Blister Slowpoke,Pitch Black: Slowpoke 1-Pack Blister,885534,0.95,mapped,9.90
Pokémon TCG Mega Evolution 05: Pitch Black – Elite Trainer Box,Pitch Black Elite Trainer Box,885542,0.95,mapped,79.90
Pokémon TCG Mega Evolution 05: Pitch Black – Premium Checklane Blister Luxray,Pitch Black: Luxray Premium Checklane Blister,885536,0.95,mapped,11.90
Pokémon TCG Mega Evolution 3: Perfect Order – Elite Trainer Box,Perfect Order Elite Trainer Box,865406,0.95,mapped,79.90
Pokémon TCG Mega Greninja EX Premium Collection,Mega Greninja ex Premium Collection,884751,0.95,mapped,69.90
Pokémon TCG Mega Zygarde ex Premium Collection,Mega Zygarde ex Premium Collection,873312,0.95,mapped,69.90
Pokémon TCG S&V Shrouded Fable Booster,Shrouded Fable Booster,770953,0.95,mapped,9.90
Pokémon TCG Scarlet & Violet 10: Destined Rivals Booster,Destined Rivals Booster,818570,0.95,mapped,12.90
Pokémon TCG Scarlet & Violet 10: Destined Rivals Booster Display Box (36 boosteria),Destined Rivals Booster Box,818574,0.95,mapped,399.90
Pokémon TCG Scarlet & Violet 8.5: Prismatic Evolutions Elite Trainer Box,Prismatic Evolutions Elite Trainer Box,798930,0.95,mapped,229.90
Pokémon TCG Scarlet & Violet 9: Journey Together Booster,Journey Together Booster,805575,0.95,mapped,9.90
Pokémon TCG Scarlet & Violet Journey Together Enhanced keräilykortti-boosteri,Journey Together Booster,805575,0.85,mapped,6.95
Pokémon TCG Scarlet & Violet Temporal Forces Boosteri,Temporal Forces Booster,750399,0.95,mapped,9.95
Pokémon TCG Scarlet & Violet Temporal Forces Mini Portfolio & Boosteri Pakkaus,,,0.90,null_mapped,14.95
Pokémon TCG Sword & Shield- Scarlet & Violet,,,0.30,undecided,6.95
Pokémon TCG World Championships Deck 2025 – Jose Cruz Galindo-Resendiz,"WCD 2025: Jose Cruz Galindo-Resendiz """"Pult Bomb""""",867800,0.95,mapped,39.90
Pokémon TCG World Championships Deck 2025 – Liao Fu Guan,"WCD 2025: Liao Fu Guan """"Joltdengo""""",867798,0.95,mapped,39.90
Pokémon TCG World Championships Deck 2025 – Riley McKay,,,0.90,null_mapped,39.90
Pokémon TCG World Championships Deck 2025 – Yuya Okita,"WCD 2025: Yuya Okita """"JP Raging Bolt""""",867799,0.95,mapped,39.90
Pokémon TCG World Championships Deck Honolulu 2024,,804353,0.45,undecided,34.95
Pokémon TCG keräilykortit Enhanced 2-pack,,876862,0.50,undecided,19.90
Pokémon TCG keräilykortit First Partner Collection Box,,882852,0.50,undecided,24.95
Pokémon TCG keräilykortit League Battle Deck,,877299,0.45,undecided,49.00
Pokémon TCG keräilykortit ME02.5 Ascended Heroes  Booster Bundle,Ascended Heroes Booster Bundle,860578,0.95,mapped,39.95
"Pokémon TCG keräilykortit ME02.5 Ascended Heroes  EX Box, erilaisia",,864107,0.50,undecided,36.50
Pokémon TCG keräilykortit ME03 3-Pack Blister,,865398,0.50,undecided,22.90
Pokémon TCG keräilykortit ME03 Booster Bundle,Perfect Order Booster Bundle,865404,0.95,mapped,39.90
Pokémon TCG keräilykortit ME03 Checklane,,865399,0.50,undecided,7.95
"Pokémon TCG keräilykortit ME03 Elite Trainer Box, erilaisia",Perfect Order Elite Trainer Box,865406,0.95,mapped,79.95
"Pokémon TCG keräilykortit ME03 Mini Album + Booster, erilaisia",,,0.85,null_mapped,7.95
"Pokémon TCG keräilykortit ME03 Premium Checklane, erilaisia",,865400,0.50,undecided,9.95
Pokémon TCG keräilykortit ME03 Sleeved Booster,Perfect Order Sleeved Booster,865409,0.95,mapped,6.75
Pokémon TCG keräilykortit ME04 3-Pack Blister,,877290,0.50,undecided,22.90
Pokémon TCG keräilykortit ME04 Booster Bundle,Chaos Rising Booster Bundle,877284,0.95,mapped,39.00
Pokémon TCG keräilykortit ME04 Checklane,,877285,0.50,undecided,7.95
Pokémon TCG keräilykortit ME04 Elite Trainer,Chaos Rising Elite Trainer Box,877294,0.95,mapped,79.00
Pokémon TCG keräilykortit ME04 Premium Checklane,,877289,0.50,undecided,10.50
Pokémon TCG keräilykortit ME04 Sleeved Booster,Chaos Rising Sleeved Booster,877292,0.95,mapped,6.75
Pokémon TCG keräilykortit Premium EX Box,,884751,0.45,undecided,69.00
Pokémon TCG – Mid-Autumn Festival Gift Box – (Chinese),,,0.90,null_mapped,63.67
Pokémon TCG: Black & White booster,Black & White Booster,271825,0.85,mapped,90.00
