raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Pokémon TCG: Sword & Shield Darkness ablaze - Booster,Darkness Ablaze Booster,462244,0.95,mapped,6.50
Pokémon TCG: Sword & Shield Lost origin - Booster,Lost Origin Booster,665527,0.95,mapped,4.90
Pokémon TCG: Sword & Shield Silver tempest - Booster,Silver Tempest Booster,672323,0.95,mapped,4.90
Pokémon TCG: Sword & Shield Silver tempest - Sleeved Booster,Silver Tempest Sleeved Booster,674699,0.95,mapped,6.90
Pokémon TCG: Sword & Shield Vivid Voltage - Booster,Vivid Voltage Booster,494514,0.95,mapped,6.80
Pokémon TCG: Trainer Collection Tin Box (Chinese),,,0.85,null_mapped,19.84
Pokémon TCG: Unified Minds Sleeved Booster,Unified Minds Booster,377490,0.85,mapped,100.00
Pokémon TCG: White Flare Booster,White Flare Booster,824087,0.95,mapped,5.38
Pokémon TCG: Zap! Theme Deck Sealed (UK print 1999-2000),Base Set: Zap! Theme Deck,286490,0.95,mapped,450.00
Pokémon TOPPS The First Movie booster,,,0.90,null_mapped,55.00
Pokémon Temporal Forces Sleeved Booster,Temporal Forces Sleeved Booster,750400,0.95,mapped,8.38
Pokémon Terastal Festival Japanese Booster (sv8a),Terastal Festival ex Booster,794933,0.95,mapped,12.67
Pokémon Terastal Festival Japanese Booster Box (sv8a),Terastal Festival ex Booster Box,794934,0.95,mapped,118.73
Pokémon Tin Pokeball -keräilykortti pakkaus - lajitelma,,362931,0.50,undecided,24.90
Pokémon Tin Summer 2026 Mega Clefable EX - keräilykortti pakkaus,Mega Moonlit Tins: Mega Clefable ex Tin,878505,0.90,mapped,36.50
Pokémon Tin Summer 2026 Mega Gengar EX - keräilykortti pakkaus,Mega Moonlit Tins: Mega Gengar ex Tin,878504,0.90,mapped,36.50
Pokémon Trick or Trade 2023 BOOster Bundle,Trick or Trade 2023 BOOster Bundle,719776,0.95,mapped,50.00
Pokémon Trick or Trade 2024 BOOster Bundle,Trick or Trade 2024 BOOster Bundle,775964,0.95,mapped,39.90
Pokémon Trick or Trade: BOOster Bundle 2024,Trick or Trade 2024 BOOster Bundle,775964,0.95,mapped,24.90
Pokémon Triplet Beat Japanese Booster (sv1a),Triplet Beat Booster,695794,0.95,mapped,4.70
Pokémon Triplet Beat Japanese Booster Box,Triplet Beat Booster Box,695793,0.95,mapped,118.73
Pokémon VSTAR Universe Japanese Booster (s12a),VSTAR Universe Booster,681797,0.95,mapped,11.87
Pokémon VSTAR Universe Japanese Booster Box (s12a),VSTAR Universe Booster Box,681796,0.95,mapped,111.47
Pokémon Violet ex Japanese Booster (sv1V),Violet ex Booster,689086,0.95,mapped,5.50
Pokémon Violet ex Japanese Booster Box,Violet ex Booster Box,689088,0.95,mapped,126.69
Pokémon Violet ex Korean Booster,,,0.90,null_mapped,2.79
Pokémon Vivid Voltage Booster Box,Vivid Voltage Booster Box,494509,0.95,mapped,238.96
Pokémon White Flare Japanese Booster (sv11W),White Flare JP Booster,823797,0.95,mapped,3.90
Pokémon White Flare Japanese Booster Box (sv11W),White Flare JP Booster Box,823793,0.95,mapped,119.90
Pokémon Wild Force Japanese Booster (sv5K),Wild Force Booster,749453,0.95,mapped,3.11
Pokémon Wild Force Korean Booster,,,0.90,null_mapped,2.79
Pokémon XY: Fates Collide Sleeved Booster,Fates Collide Booster,289046,0.85,mapped,60.00
Pokémon clip ’n’ go erilaisia,,,0.95,null_mapped,15.50
Pokémon figuuri Joulukalenteri 2024,,,0.95,null_mapped,49.90
"Pokémon pehmolelu Eevee, 30cm",,,0.95,null_mapped,33.99
Pokémon151 Dream Figure Set Promo Card Blind Box,,,0.90,null_mapped,29.90
Pokémon151C Gathering Booster Box (Simplified Chinese),151C: Collect 151 Gathering Booster Box,829957,0.95,mapped,128.90
Pokémon2026 Dragon Boat Festival (Simplified Chinese),2026 Dragon Boat Festival Gift Box,886896,0.95,mapped,36.90
Pokémon2026 Tin,,878505,0.45,undecided,37.90
Pokémon30th Anniversary Celebration First Partner Vol. 2 (Simplified Chinese),30th Anniversary Celebration Simplified Chinese: Original Partner Card Set Vol.2,886582,0.90,mapped,17.90
Pokémon9-Pocket Binder: Tinkaton,,,0.95,null_mapped,17.19
Pokémon: Ascended Heroes Booster Bundle,Ascended Heroes Booster Bundle,860578,0.95,mapped,63.67
Pokémon: Ascended Heroes booster,Ascended Heroes Booster,860562,0.95,mapped,10.28
Pokémon: Chilling Reign Booster Box,Chilling Reign Booster Box,557968,0.85,mapped,6899.00
PokémonAbyss Eye Booster Box (Japanilainen),Abyss Eye Booster Box,883955,0.95,mapped,108.90
"PokémonAlbum Mega Charizard X/Y 2""",,,0.95,null_mapped,17.90
PokémonAscended Heroes -boosteripaketti,Ascended Heroes Booster Bundle,860578,0.90,mapped,54.90
PokémonBattle Academy,Battle Academy 2022,609470,0.85,mapped,31.79
PokémonBattle Deck Ex Gengar/Diancie,,841989,0.50,undecided,26.90
PokémonBattle Deck Greninja/Kangaskh,,723925,0.50,undecided,22.69
PokémonBinder Pikachu 2 Pocket,,,0.95,null_mapped,16.90
PokémonBox First Partner Collection,,882852,0.50,undecided,32.90
PokémonCharizard 9P PRO-Binder Zip Elite,,,0.95,null_mapped,39.90
PokémonCharizard Ex Special Collection,Charizard ex Special Collection,807398,0.95,mapped,39.90
PokémonCharmander Kansio - 4 Pocket,,,0.95,null_mapped,9.50
PokémonCharmander Kansio - 9 Pocket,,,0.95,null_mapped,13.90
PokémonCharmander Mini Kansio - 3 Taskua,,,0.95,null_mapped,15.90
PokémonCollector's Chest 2025,Fall 2025 Collector Chest,845850,0.85,mapped,45.99
PokémonCrystal Gathering Booster Box (Simplified Chinese),CSV9.5C: Terastal Gathering Booster Box,889724,0.85,mapped,125.90
PokémonCrystal Gathering Exclusive Gift Box (Simplified Chinese),,889734,0.45,undecided,379.90
PokémonDeck Box Mega Charizard X,,,0.95,null_mapped,9.90
PokémonDeck Box Mega Charizard X Red,,,0.95,null_mapped,9.90
PokémonDeck Pro Mega Charizard X (65 kpl),,,0.95,null_mapped,8.90
PokémonDeck Pro Mega Charizard Y (65 kpl),,,0.95,null_mapped,8.90
PokémonDeck Sleeve Charmander (65 kpl),,,0.95,null_mapped,10.90
PokémonDeluxe Battle Deck Miraidon ex,Deluxe Battle Deck: Miraidon ex,773882,0.95,mapped,26.29
PokémonElite Series Charizard 12-taskuinen Vetoketjullinen PRO Kansi,,,0.95,null_mapped,54.90
PokémonEnhanced 2-Pack Blister 2026,,876862,0.50,undecided,18.90
PokémonEx Battle Deck - Houndoom ex,Houndoom ex Battle Deck,749089,0.95,mapped,17.19
PokémonEx Battle Deck - Melmetal ex,Melmetal ex Battle Deck,749088,0.95,mapped,17.19
PokémonFirst Partner Card Set (Simplified Chinese),,876867,0.50,undecided,22.90
PokémonFirst Partner Collection Series 2,First Partner Illustration Collection Series 2,882852,0.95,mapped,35.90
PokémonFirst Partner Gift Box - Bulbasaur (Simplified Chinese),,,0.85,null_mapped,146.90
PokémonFirst Partner Gift Box - Charmander (Simplified Chinese),,,0.85,null_mapped,165.90
PokémonFirst Partner Gift Box - Squirtle (Simplified Chinese),Collect 151: First Partner Premium Gift Box Squirtle,850980,0.90,mapped,146.90
PokémonFlip Deck Box Mega Charizard X,,,0.95,null_mapped,31.90
PokémonFlip Deck Box Mega Charizard Y,,,0.95,null_mapped,31.90
