raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Pokémon Mega Brave & Mega Symphonia Japanese Booster Box KOMBO,,,0.85,null_mapped,229.90
Pokémon Mega Brave Japanese Booster (M1L),Mega Brave Booster,831331,0.94,mapped,3.90
Pokémon Mega Brave Japanese Booster Box (M1L),Mega Brave Booster Box,831326,0.94,mapped,103.51
Pokémon Mega Dream Japanese Booster (M2a),MEGA Dream ex Booster,858381,0.94,mapped,11.08
Pokémon Mega Dream Japanese Booster Box (M2a),MEGA Dream ex Booster Box,858380,0.94,mapped,103.51
Pokémon Mega Evolution Booster Box,Mega Evolution Booster Box,834832,0.94,mapped,193.63
Pokémon Mega Evolution Enhanced Booster Box,Mega Evolution Enhanced Booster Box,834827,0.94,mapped,238.25
Pokémon Mega Evolution Sleeved Booster,Mega Evolution Sleeved Booster,834828,0.94,mapped,5.38
Pokémon Mega Evolution: Phantasmal Flames Booster Box,Phantasmal Flames Booster Box,846746,0.94,mapped,193.63
Pokémon Mega Evolution: Phantasmal Flames Sleeved Booster,Phantasmal Flames Sleeved Booster,846730,0.94,mapped,5.38
Pokémon Mega Symphonia Japanese Booster (M1S),Mega Symphonia Booster,831333,0.94,mapped,3.90
Pokémon Mega Symphonia Japanese Booster Box (M1S),Mega Symphonia Booster Box,831328,0.94,mapped,103.51
Pokémon Mega Zygarde ex Premium Collection box,Mega Zygarde ex Premium Collection,873312,0.94,mapped,69.90
Pokémon Night Wanderer Japanese Booster (sv6a),Night Wanderer Booster,769157,0.94,mapped,3.90
Pokémon Night Wanderer Japanese Booster Box (sv6a),Night Wanderer Booster Box,769158,0.94,mapped,79.60
Pokémon Nihil Zero Japanese Booster (M3),Nihil Zero Booster,864284,0.94,mapped,3.11
Pokémon Nihil Zero Japanese Booster Box (M3),Nihil Zero Booster Box,864283,0.94,mapped,79.60
Pokémon Ninja Spinner Japanese Booster (M4),Ninja Spinner Booster,873179,0.94,mapped,3.11
Pokémon Ninja Spinner Japanese Booster Box,Ninja Spinner Booster Box,873182,0.94,mapped,79.60
Pokémon Paradise Dragona Japanese Booster (sv7a),Paradise Dragona Booster,781843,0.94,mapped,3.90
Pokémon Paradise Dragona Japanese Booster Box (sv7a),Paradise Dragona Booster Box,781844,0.94,mapped,78.88
Pokémon Paradise Dragona Korean Booster,,,0.85,null_mapped,2.79
"Pokémon Pehmo 10 cm Poképallo, 1 pallo",,,0.98,null_mapped,13.99
Pokémon Pikachu pehmolelu Reppu,,,0.98,null_mapped,32.90
Pokémon Play Mat Greatball,,,0.98,null_mapped,18.90
Pokémon Premium Collection Armarouge ex,Armarouge ex Premium Collection,754818,0.94,mapped,52.67
Pokémon Premium Ex Mega Greninja Box keräilykortti pakkaus,Mega Greninja ex Premium Collection,884751,0.94,mapped,69.90
Pokémon Prismatic Evolution boosteri,Prismatic Evolutions Booster,798923,0.94,mapped,19.95
Pokémon Raging Surf Japanese Booster (sv3a),Raging Surf Booster,726557,0.94,mapped,3.90
Pokémon Ruler of the Black Flame Japanese Booster (sv3),Ruler of the Black Flame Booster,719787,0.94,mapped,3.90
Pokémon Ruler of the Black Flame Korean Booster,,,0.85,null_mapped,2.79
Pokémon SM7.5: Dragon Majesty Booster,Dragon Majesty Booster,361541,0.85,mapped,39.76
Pokémon SV10 Scarlet & violet Destined Rivals boosteri,Destined Rivals Booster,818570,0.94,mapped,9.95
Pokémon SV10: Destined Rivals Booster,Destined Rivals Booster,818570,0.94,mapped,6.29
Pokémon SV10: Destined Rivals Booster Box,Destined Rivals Booster Box,818574,0.94,mapped,262.87
Pokémon SV10: Destined Rivals Sleeved Booster,Destined Rivals Sleeved Booster,818573,0.94,mapped,7.89
Pokémon SV1: Scarlet & Violet Booster,Scarlet & Violet Booster,692088,0.94,mapped,4.14
Pokémon SV1: Scarlet & Violet Booster Box,Scarlet & Violet Booster Box,692092,0.94,mapped,119.44
Pokémon SV2: Paldea Evolved Booster,Paldea Evolved Booster,703155,0.94,mapped,5.38
Pokémon SV2: Paldea Evolved Booster Box,Paldea Evolved Booster Box,703156,0.94,mapped,119.44
Pokémon SV3.5: 151 Booster,151 Booster,719694,0.94,mapped,11.08
Pokémon SV3.5: 151 Booster Bundle,151 Booster Bundle,719695,0.94,mapped,63.67
Pokémon SV3.5: 151 Booster Bundle Display,151 Booster Bundle Display,794902,0.94,mapped,637.37
Pokémon SV3: Obsidian Flames Booster,Obsidian Flames Booster,715466,0.94,mapped,7.50
Pokémon SV3: Obsidian Flames Booster Box,Obsidian Flames Booster Box,715465,0.94,mapped,119.44
Pokémon SV3: Obsidian Flames Sleeved Booster,Obsidian Flames Sleeved Booster,715769,0.94,mapped,7.90
Pokémon SV4.5: Paldean Fates Booster Bundle,Paldean Fates Booster Bundle,745565,0.94,mapped,28.61
Pokémon SV4.5: Paldean Fates Booster Bundle Display,Paldean Fates Booster Bundle Display,794901,0.94,mapped,237.37
Pokémon SV4: Paradox Rift Booster,Paradox Rift Booster,728716,0.94,mapped,6.75
Pokémon SV4: Paradox Rift Booster Box,Paradox Rift Booster Box,728718,0.94,mapped,119.44
Pokémon SV4: Paradox Rift Sleeved Booster,Paradox Rift Sleeved Booster,728743,0.94,mapped,6.75
Pokémon SV5: Temporal Forces Booster,Temporal Forces Booster,750399,0.94,mapped,5.38
Pokémon SV5: Temporal Forces Booster Box,Temporal Forces Booster Box,750403,0.94,mapped,119.44
Pokémon SV5: Temporal Forces Sleeved Booster,Temporal Forces Sleeved Booster,750400,0.94,mapped,5.38
Pokémon SV6.5: Shrouded Fable Booster,Shrouded Fable Booster,770953,0.94,mapped,6.29
Pokémon SV6: Twilight Masquerade Booster,Twilight Masquerade Booster,761217,0.94,mapped,6.75
Pokémon SV6: Twilight Masquerade Booster Box,Twilight Masquerade Booster Box,761219,0.94,mapped,119.44
Pokémon SV6: Twilight Masquerade Sleeved Booster,Twilight Masquerade Sleeved Booster,761218,0.94,mapped,3.82
Pokémon SV7: Stellar Crown Booster,Stellar Crown Booster,776321,0.94,mapped,6.75
Pokémon SV7: Stellar Crown Booster Box,Stellar Crown Booster Box,776325,0.94,mapped,119.44
Pokémon SV7: Stellar Crown Sleeved Booster,Stellar Crown Sleeved Booster,776322,0.94,mapped,4.14
Pokémon SV8.5: Prismatic Evolutions Booster,Prismatic Evolutions Booster,798923,0.94,mapped,11.95
Pokémon SV8.5: Prismatic Evolutions Booster Bundle Display,Prismatic Evolutions Booster Bundle Display,798925,0.94,mapped,637.37
Pokémon SV8: Surging Sparks Booster,Surging Sparks Booster,784945,0.94,mapped,5.38
Pokémon SV8: Surging Sparks Booster Box,Surging Sparks Booster Box,784949,0.94,mapped,193.63
Pokémon SV8: Surging Sparks Half Booster Box,Surging Sparks Booster Box (18 Boosters),784951,0.94,mapped,71.63
