raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Magic the Gathering Marvel Super Heroes Play Booster keräilykortit,,,0.98,null_mapped,6.19
Magic the Gathering Marvel Super Heroes Scene Box keräilykortit,,,0.98,null_mapped,49.90
Magic the Gathering: Lorwyn Eclipsed Theme deck keräilykortit,,,0.98,null_mapped,22.90
Match attack season 2025 2026,,,0.98,null_mapped,3.50
Match attax mestarienliiga aloitussetti,,,0.98,null_mapped,13.95
Mega Abyss Eye (M5) (JP),Abyss Eye Booster,883956,0.90,mapped,4.99
Mega Construx Jumbo Rakennettava Pokemonpallo 299 Osaa,,,0.99,null_mapped,59.90
Mega Construx Pokemon Charmanders Fire Spin -rakennussetti,,,0.99,null_mapped,16.90
Mega Construx Pokemon Motion Gyarados,,,0.99,null_mapped,182.00
Mega Construx Pokemon Pichu's Forest Forage -rakennussetti,,,0.99,null_mapped,16.90
Mega Evolution,Mega Evolution Booster,834829,0.88,mapped,6.79
Mega Evolution Booster Box,Mega Evolution Booster Box,834832,0.95,mapped,250.00
Mega Evolution Booster Pack,Mega Evolution Booster,834829,0.95,mapped,8.00
Mega Evolution Phantasmal Flames,Phantasmal Flames Booster,846729,0.90,mapped,6.79
Mega Evolution Pitch Black (ME05),Pitch Black Booster,885547,0.93,mapped,6.99
Mega Evolution sleeved booster,Mega Evolution Sleeved Booster,834828,0.92,mapped,6.50
Mega Evolution: Chaos Rising Booster Bundle,Chaos Rising Booster Bundle,877284,0.94,mapped,39.90
Mega Evolution: Chaos Rising booster,Chaos Rising Booster,877296,0.94,mapped,5.90
Mega Evolution: Chaos Rising sleeved booster,Chaos Rising Sleeved Booster,877292,0.93,mapped,6.50
Mega Evolution: Perfect Order Booster Bundle,Perfect Order Booster Bundle,865404,0.94,mapped,39.90
Mega Evolution: Perfect Order booster,Perfect Order Booster,865410,0.94,mapped,5.90
Mega Evolution: Phantasmal Flames booster,Phantasmal Flames Booster,846729,0.92,mapped,6.50
Mega Evolution: Pitch Black Booster Bundle,Pitch Black Booster Bundle,885539,0.94,mapped,39.90
Mega Lucario ex Figure collection,Mega Lucario ex Figure Collection,844445,0.95,mapped,49.90
Mega Ninja Spinner (M4) (JP),Ninja Spinner Booster,873179,0.90,mapped,3.99
Mega Pokemon Charizard 1664 osaa,,,0.98,null_mapped,99.95
Mega Pokemon Forest Center 648 Os,,,0.98,null_mapped,99.90
Mega Pokemon Jumbo Great Ball 299 Os,,,0.98,null_mapped,58.00
Mega Pokemon Jungle Voyage 1362 osaa,,,0.98,null_mapped,145.00
Mega Pokemon Motion Butterfee 582 palaa,,,0.98,null_mapped,66.95
Mega Pokemon Paldea Region Team,,,0.98,null_mapped,25.90
Mega Pokemon Pikachu pixel 400 osaa,,,0.98,null_mapped,34.90
Mega Pokemon Trainer Pack pallot,,,0.98,null_mapped,48.00
Mega Pokemon Tuulimylly,,,0.98,null_mapped,48.00
Mega Pokemon Ultimate Jungle,,,0.98,null_mapped,147.00
Mega Pokémon Zubat’s Midnight Flight,,,0.98,null_mapped,11.90
Mietelausemagneetti,,,0.99,null_mapped,3.50
Miracle Twin Booster Box,,,0.86,null_mapped,1200.00
Monopoly Pokemon lautapeli,,,0.99,null_mapped,33.95
Muuttuva Labyrintti Pokemon,,,0.99,null_mapped,35.90
Mysteeripakka: Englanninkieliset Pokémon-kortit,,,0.95,null_mapped,8.99
Naamari Pikachu,,,0.99,null_mapped,10.95
Obsidian Flames Booster Box,Obsidian Flames Booster Box,715465,0.95,mapped,145.00
Obsidian Flames Booster Pack,Obsidian Flames Booster,715466,0.95,mapped,11.00
POKEMON LEAGUE BATTLE DECK CALYREX VMAX Shadow Rider,Shadow Rider Calyrex VMAX League Battle Deck,650945,0.93,mapped,49.90
Palapeli 100 palaa Pokemon Ravensburger,,,0.99,null_mapped,11.90
Palapeli 100 palaa Pokemon hahmoja,,,0.99,null_mapped,11.90
Palapeli 300 palaa Pokemon Ravensburger,,,0.99,null_mapped,11.90
Palapeli 500 palaa Pokemon the first 151 Ravensburger,,,0.99,null_mapped,11.90
