raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
PokÃ©mon TCG Scarlet & Violet Temporal Forces Mini Portfolio & Boosteri Pakkaus,,,0.88,null_mapped,14.95
PokÃ©mon TCG Sword & Shield- Scarlet & Violet,,,0.30,undecided,6.95
PokÃ©mon TCG World Championships Deck Honolulu 2024,,804353,0.45,undecided,34.95
PokÃ©mon TCG: Ice Rider Calyrex VMAX League Battle Deck -Lahjapakkaus,Ice Rider Calyrex VMAX League Battle Deck,650946,0.92,mapped,55.00
PokÃ©mon TCG: ME05 Pitch Black – Booster 3 kpl,Pitch Black Booster,885547,0.85,mapped,22.95
PokÃ©mon TCG: ME05 Pitch Black – Boosterpakkaus,Pitch Black Booster,885547,0.92,mapped,10.95
PokÃ©mon TCG: ME05 Pitch Black – Boosterpakkaus Slowpoke,Pitch Black: Slowpoke 1-Pack Blister,885534,0.85,mapped,7.90
PokÃ©mon TCG: Mega Evolution-Perfect Order Booster Display Box,Perfect Order Booster Box,865408,0.92,mapped,250.00
PokÃ©mon TCG: Mega Evolution-Perfect Order Boosteri,Perfect Order Booster,865410,0.92,mapped,6.95
PokÃ©mon TCG: Mega Evolution-Perfect Order Checklane Boosterpakkaus,,865399,0.50,undecided,8.95
PokÃ©mon TCG: Mega Evolution-Perfect Order Premium Checklane Boosterpakkaus,,865400,0.50,undecided,9.95
PokÃ©mon TCG: Mega Evolution-Perfect Order boosteri lahjapakkaus,Perfect Order Build & Battle Box,865397,0.85,mapped,24.95
PokÃ©mon TCG: Mini Portfolio Mega Evolution (syksy 2025),,,0.90,null_mapped,12.95
PokÃ©mon TCG: Scarlet & Violet Journey Together Boosterpakkaus,Journey Together Booster,805575,0.92,mapped,9.95
PokÃ©mon TCG: Shadow Rider Calyrex VMAX League Battle Deck -Lahjapakkaus,Shadow Rider Calyrex VMAX League Battle Deck,650945,0.92,mapped,67.95
Pokémon 151 Japanese Booster (sv2a),Pokémon Card 151 Booster,704498,0.92,mapped,7.09
Pokémon 151 Japanese Booster Box (sv2a),Pokémon Card 151 Booster Box,718514,0.92,mapped,126.69
Pokémon 20 cm Pehmolelu Cuddly Edition,,,0.98,null_mapped,24.99
Pokémon Abyss Eye Japanese Booster (M5),Abyss Eye Booster,883956,0.95,mapped,3.90
Pokémon Abyss Eye Japanese Booster Box (M5),Abyss Eye Booster Box,883955,0.95,mapped,103.51
Pokémon Ancient Roar Japanese Booster (sv4K),Ancient Roar Booster,732593,0.92,mapped,3.90
Pokémon Ancient Roar Japanese Booster Box,Ancient Roar Booster Box,732595,0.92,mapped,103.51
Pokémon Battle Feature Figure Bisharp,,,0.98,null_mapped,21.99
Pokémon Battle Figure Kabutops,,,0.98,null_mapped,12.99
Pokémon Battle Figure Pack - Galarian Zigzagoon- ja Togetic,,,0.98,null_mapped,13.99
Pokémon Battle Figure Pack Rowlet- ja Tatsugiri,,,0.98,null_mapped,13.99
Pokémon Battle Figure Quaxwell,,,0.98,null_mapped,12.99
Pokémon Battle Figures 2 Pack Magnemite&Azumarill,,,0.98,null_mapped,12.99
Pokémon Battle Figures 2 Pack Ralts&Pikachu,,,0.98,null_mapped,12.99
Pokémon Battle Figures 2 Pack Sableye & Pikachu,,,0.98,null_mapped,12.99
Pokémon Battle Figures 2 Pack Tinkatink&Bagon,,,0.98,null_mapped,12.99
"Pokémon Battle Figures 3 Pack Aipom, Sirfetch'd and Duskull",,,0.98,null_mapped,21.99
"Pokémon Battle Figures 3 Pack Beldum, Abra & Monferno",,,0.98,null_mapped,21.99
"Pokémon Battle Figures 3 Pack Mimikyu, Porygon and Croagunk",,,0.98,null_mapped,21.99
"Pokémon Battle Figures 3 Pack Pikachu, Magikarp and Zorua",,,0.98,null_mapped,21.99
Pokémon Battle Partners Japanese Booster (sv9),Battle Partners Booster,804826,0.95,mapped,3.90
Pokémon Battle Partners Japanese Booster Box (sv9),Battle Partners Booster Box,804827,0.95,mapped,103.51
Pokémon Battle Partners Korean Booster,,,0.85,null_mapped,2.79
Pokémon Battle Spinner Eevee,,,0.98,null_mapped,17.99
Pokémon Battle Spinner Squirtle,,,0.98,null_mapped,17.99
Pokémon Black Bolt & White Flare Japanese Booster Box KOMBO,,,0.85,null_mapped,229.90
Pokémon Black Bolt Japanese Booster (sv11B),Black Bolt JP Booster,823796,0.92,mapped,3.90
Pokémon Black Bolt Japanese Booster Box (sv11B),Black Bolt JP Booster Box,823792,0.92,mapped,119.90
Pokémon Bulbasaur 20cm pehmolelu,,,0.98,null_mapped,23.99
Pokémon Clay Burst Japanese Booster (sv2D),Clay Burst Booster,702931,0.92,mapped,5.50
Pokémon Clay Burst Korean Booster,,,0.85,null_mapped,2.79
Pokémon Clip 'N Go - Charmander ja Friend Ball,,,0.98,null_mapped,16.99
Pokémon Clip 'N Go - Squirtle ja Lure Ball,,,0.98,null_mapped,16.99
Pokémon Clip 'N' Go Charcadet ja Premier Ball,,,0.98,null_mapped,15.99
Pokémon Clip 'N' Go Cyndaquil -toimintahahmo Level Ball,,,0.98,null_mapped,15.99
Pokémon Clip 'N' Go Dive Ball ja Tentacool-taisteluhahmo,,,0.98,null_mapped,15.99
Pokémon Clip 'N' Go Flashes ja Fast Pokéball,,,0.98,null_mapped,15.99
Pokémon Clip 'N' Go Heavy Ball ja Aron-taisteluhahmo,,,0.98,null_mapped,15.99
Pokémon Clip 'N' Go wave 21 figuuri,,,0.98,null_mapped,14.99
Pokémon Clip ’n Go – Figuuri+Dusk Ball,,,0.98,null_mapped,15.50
Pokémon Collect 151 Surprise Slim Booster Box,151C: Collect 151 Surprises Booster Box,829955,0.85,mapped,135.38
Pokémon Collect 151 Surprise Slim Booster Pack,151C: Collect 151 Surprises Booster,829948,0.85,mapped,8.76
Pokémon Crimson Haze Japanese Booster (sv5a),Crimson Haze Booster,757140,0.92,mapped,3.90
Pokémon Crimson Haze Korean Booster,,,0.85,null_mapped,2.79
Pokémon Custom Booster by Kaskem – Series 1,,,0.90,null_mapped,3.98
Pokémon Custom Booster by Kaskem – Series 2,,,0.90,null_mapped,3.98
Pokémon Custom Booster by Kaskem – Series 4,,,0.90,null_mapped,4.70
Pokémon Custom Booster by Kaskem – Series 7,,,0.90,null_mapped,5.90
Pokémon Custom Booster by Kaskem – Series 8,,,0.90,null_mapped,5.90
Pokémon Custom Booster by Kaskem – Series 9,,,0.90,null_mapped,6.00
Pokémon Cyber Judge Japanese Booster (sv5M),Cyber Judge Booster,749454,0.92,mapped,3.11
Pokémon Cyber Judge Japanese Booster Box,Cyber Judge Booster Box,749456,0.92,mapped,78.88
Pokémon Epic Battle Skeledirge -figuuri,,,0.98,null_mapped,35.99
