raw_name,proposed_name,cardmarket_product_id,confidence,status,observed_price
Pokemon GO Tin Blissey,Pokémon GO: Blissey Tin,653710,0.88,mapped,60.00
Pokemon GO Tin Pikachu,Pokémon GO: Pikachu Tin,653742,0.88,mapped,60.00
Pokemon Gengar pehmolelu 30cm,,,0.97,null_mapped,34.90
Pokemon Glory of Team Rocket Attache Case (Japanese),,,0.85,null_mapped,302.79
Pokemon Go Tin Snorlax,Pokémon GO: Snorlax Tin,653711,0.88,mapped,60.00
Pokemon Hahmopakkaus Battle Figure Set Lajitelma,,,0.97,null_mapped,13.90
Pokemon Horsea figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,18.90
Pokemon Iono´s Bellibolt Ex Premium Collection,Iono's Bellibolt ex Premium Collection,807399,0.94,mapped,59.90
Pokemon Jolteon pehmolelu 20cm,,,0.97,null_mapped,26.90
Pokemon Joltik figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,15.90
Pokemon Journey Together 36ct Booster Box,Journey Together Booster Box,805579,0.94,mapped,263.60
Pokemon Kabutops Battle figuuri,,,0.97,null_mapped,13.95
Pokemon Keräilykortit Chaos Rising Boosterpakkaus,Chaos Rising Booster,877296,0.92,mapped,6.50
Pokemon Keräilykorttikansio A5 4-taskuinen,,,0.97,null_mapped,12.90
Pokemon Korttikansio A5 4P,,,0.97,null_mapped,12.90
Pokemon Lapras Battle figuuri,,,0.97,null_mapped,22.90
Pokemon Leafeon Battle figuuri,,,0.97,null_mapped,13.95
Pokemon League Battle Deck,,877299,0.50,undecided,49.95
Pokemon League Battle Deck Ex,,877299,0.55,undecided,49.95
Pokemon League Battle Deck Gardevoir -keräilykortti pakkaus,Gardevoir ex League Battle Deck,754819,0.92,mapped,46.90
Pokemon Lumiose City Mini Tin,,878509,0.65,undecided,14.90
Pokemon ME03 Booster,Perfect Order Booster,865410,0.92,mapped,5.95
Pokemon ME03 Elite Trainer Box,Perfect Order Elite Trainer Box,865406,0.92,mapped,74.95
Pokemon ME03 Perfect Order 3-Pack Blister - Chikorita,Perfect Order: Chikorita 3-Pack Blister,865398,0.95,mapped,24.95
Pokemon ME03 Perfect Order Checklane Blister - Makuhita,Perfect Order: Makuhita 1-Pack Blister,865399,0.90,mapped,9.95
Pokemon ME03 Perfect Order Premium Checklane Blister - Meganium,Perfect Order: Meganium Premium Checklane Blister,865401,0.95,mapped,12.95
Pokemon ME03 Premium Checklane,,865400,0.65,undecided,9.95
Pokemon ME04 Booster,Chaos Rising Booster,877296,0.92,mapped,5.95
Pokemon ME04 Chaos Rising 3-Booster Blister,,877290,0.70,undecided,32.99
Pokemon ME04 Checklane,,877285,0.65,undecided,7.95
Pokemon ME04 Elite Trainer Box,Chaos Rising Elite Trainer Box,877294,0.92,mapped,74.95
Pokemon ME04 Premium Checklane,,877289,0.65,undecided,9.95
Pokemon ME05 Booster,Pitch Black Booster,885547,0.92,mapped,5.95
Pokemon ME05 Booster keräilykortit,Pitch Black Booster,885547,0.92,mapped,6.49
Pokemon ME05 Checklane,,885534,0.65,undecided,7.95
Pokemon ME05 Elite Trainer Box,Pitch Black Elite Trainer Box,885542,0.92,mapped,74.95
Pokemon ME05 Elite Trainer Box keräilykortit,Pitch Black Elite Trainer Box,885542,0.92,mapped,79.90
Pokemon ME05 Premium Checklane,,885535,0.65,undecided,9.95
Pokemon ME05 Premium Checklane keräilykortit,,885535,0.65,undecided,9.99
Pokemon Mareep figuuri ja Clip'n' Go - poke pallo,,,0.97,null_mapped,18.90
Pokemon Mega Charizard Keräilykorttikansio,,,0.97,null_mapped,19.90
Pokemon Mega Evolution 04 Chaos Rising Booster 1kpl,Chaos Rising Booster,877296,0.94,mapped,6.90
Pokemon Mega Evolution 04 Chaos Rising Checklane Blister - Toxel,Chaos Rising: Toxel 1-Pack Blister,877285,0.90,mapped,7.95
Pokemon Mega Evolution 04 Chaos Rising Premium Checklane Blister - Flygon,Chaos Rising: Flygon Premium Checklane Blister,877289,0.95,mapped,9.95
Pokemon Mega Evolution 04 Chaos Rising Premium Checklane Blister - Pawmot,Chaos Rising: Pawmot Premium Checklane Blister,877288,0.95,mapped,9.95
Pokemon Mega Evolution 05 Pitch Black 3-Pack Blister - Binacle,Pitch Black: Binacle 3-Pack Blister,885533,0.95,mapped,22.95
Pokemon Mega Evolution 05 Pitch Black Booster 1kpl,Pitch Black Booster,885547,0.94,mapped,6.95
Pokemon Mega Evolution 05 Pitch Black Booster Bundle keräilykortti pakkaus,Pitch Black Booster Bundle,885539,0.92,mapped,44.90
Pokemon Mega Evolution 05 Pitch Black Checklane Blister - Slowpoke,Pitch Black: Slowpoke 1-Pack Blister,885534,0.90,mapped,10.95
Pokemon Mega Evolution 05 Pitch Black Checklane Blister - Zarude - Ennakkotilaus,,,0.85,null_mapped,14.95
Pokemon Mega Evolution 05 Pitch Black Premium Checklane Blister - Luxray,Pitch Black: Luxray Premium Checklane Blister,885536,0.95,mapped,10.95
Pokemon Mega Evolution 3 Perfect Order Sleeved Booster 1kpl,Perfect Order Sleeved Booster,865409,0.94,mapped,6.99
Pokemon Mega Evolution 4 Chaos Rising Booster Pack,Chaos Rising Booster,877296,0.94,mapped,6.95
Pokemon Mega Evolution Chaos Rising Elite Trainer Box,Chaos Rising Elite Trainer Box,877294,0.94,mapped,79.90
Pokemon Mega Evolution Elite Trainer Box ME03 Perfect Order,Perfect Order Elite Trainer Box,865406,0.94,mapped,72.99
Pokemon Mega Evolution Elite Trainer Box ME04 Chaos Rising,Chaos Rising Elite Trainer Box,877294,0.94,mapped,79.99
Pokemon Mega Evolution Elite Trainer Box ME05 Pitch Black,Pitch Black Elite Trainer Box,885542,0.94,mapped,84.99
Pokemon Mega Evolution Gardevoir ja Venusaur A5 - kansio korteille,,,0.97,null_mapped,12.95
Pokemon Mega Evolution Mega Heroes Mini Tin - Mega Kangashan,Mega Heroes: Mega Kangaskhan Mini Tin,834805,0.94,mapped,19.95
Pokemon Mega Evolution Perfect Order Booster Display 36 kpl,Perfect Order Booster Box,865408,0.92,mapped,219.95
Pokemon Mega Evolution Pitch Black Blister Booster Pack x3 ja Erikoiskortti,,885533,0.65,undecided,21.90
Pokemon Mega Evolution Pitch Black Blister Booster Pakka Ja Kolikko,,885534,0.60,undecided,8.50
Pokemon Mega Evolution Pitch Black Booster,Pitch Black Booster,885547,0.94,mapped,7.00
Pokemon Mega Evolution Pitch Black Booster Korttipakka,Pitch Black Booster,885547,0.90,mapped,6.50
Pokemon Mega Evolution Pitch Black Elite Trainer Box,Pitch Black Elite Trainer Box,885542,0.94,mapped,79.90
"Pokemon Mega Evolution Zarude 2 Pack Blister, Erikoiskortti ja Kolikko",Zarude 2-Pack Blister Version 2,899366,0.85,mapped,16.90
